Source.Name,Open time,Open,Date,Quartile,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
XRPUSDT-1d-2022-01.csv,1.64E+12,0.8298,01-01-2023,Q1,0.8557,0.8297,0.8507,136976730,1.64E+12,115507460.4,178238,70090109,59113405.01,0
XRPUSDT-1d-2022-01.csv,1.64E+12,0.8508,02-01-2023,Q1,0.8667,0.8372,0.8586,129688032,1.64E+12,110265575.8,176940,65996017,56117623.46,0
XRPUSDT-1d-2022-01.csv,1.64E+12,0.8586,03-01-2023,Q1,0.8587,0.8213,0.8324,178618617,1.64E+12,149876148.1,232484,89735857,75298817.19,0
XRPUSDT-1d-2022-01.csv,1.64E+12,0.8324,04-01-2023,Q1,0.8456,0.7794,0.8228,214415744,1.64E+12,177691937,270966,104076850,86367665.36,0
XRPUSDT-1d-2022-01.csv,1.64E+12,0.8227,05-01-2023,Q1,0.8372,0.7092,0.7726,370612510,1.64E+12,294783762.3,482373,173152247,137997621.9,0
XRPUSDT-1d-2022-01.csv,1.64E+12,0.7725,06-01-2023,Q1,0.7909,0.7377,0.7791,307202277,1.64E+12,234402002.1,415169,151109632,115283157.8,0
XRPUSDT-1d-2022-01.csv,1.64E+12,0.779,07-01-2023,Q1,0.7808,0.7287,0.7634,372926762,1.64E+12,281919749.2,511973,177050288,133890338.7,0
XRPUSDT-1d-2022-01.csv,1.64E+12,0.7634,08-01-2023,Q1,0.7768,0.7222,0.7452,253028571,1.64E+12,190213053.8,347309,122226022,91911985.05,0
XRPUSDT-1d-2022-01.csv,1.64E+12,0.7452,09-01-2023,Q1,0.7667,0.7381,0.753,151521399,1.64E+12,113888420.5,211515,74010465,55633357.26,0
XRPUSDT-1d-2022-01.csv,1.64E+12,0.753,10-01-2023,Q1,0.7589,0.6967,0.7399,313080154,1.64E+12,228730493.5,359880,155055910,113354601.6,0
XRPUSDT-1d-2022-01.csv,1.64E+12,0.7399,11-01-2023,Q1,0.7768,0.7306,0.7703,254065075,1.64E+12,190447525.4,285391,131311656,98408665.5,0
XRPUSDT-1d-2022-01.csv,1.64E+12,0.7702,12-01-2023,Q1,0.816,0.757,0.7987,295701910,1.64E+12,231115520.8,330205,152951383,119559374.4,0
XRPUSDT-1d-2022-01.csv,1.64E+12,0.7986,13-01-2023,Q1,0.8024,0.7604,0.768,227833834,1.64E+12,178544935.2,247605,110303627,86439902.8,0
XRPUSDT-1d-2022-01.csv,1.64E+12,0.7677,14-01-2023,Q1,0.8,0.7513,0.7732,221104212,1.64E+12,170797410.1,242416,110650666,85508025.43,0
XRPUSDT-1d-2022-01.csv,1.64E+12,0.7733,15-01-2023,Q1,0.79,0.768,0.7791,138443019,1.64E+12,107785186.3,159163,66517924,51809404.94,0
XRPUSDT-1d-2022-01.csv,1.64E+12,0.7791,16-01-2023,Q1,0.7884,0.768,0.7784,125068081,1.64E+12,97287674.58,157210,61255756,47661753.26,0
XRPUSDT-1d-2022-01.csv,1.64E+12,0.7785,17-01-2023,Q1,0.7805,0.7498,0.7617,181653025,1.64E+12,138537212.1,205250,87928840,67048581.07,0
XRPUSDT-1d-2022-01.csv,1.64E+12,0.7616,18-01-2023,Q1,0.7686,0.7352,0.7509,188367099,1.64E+12,141172279.4,209700,92556337,69375577.47,0
XRPUSDT-1d-2022-01.csv,1.64E+12,0.751,19-01-2023,Q1,0.7533,0.7231,0.7381,190555142,1.64E+12,140704196.4,214504,92323317,68185226.17,0
XRPUSDT-1d-2022-01.csv,1.64E+12,0.7381,20-01-2023,Q1,0.7622,0.7161,0.7199,205931050,1.64E+12,153121537.1,218718,92776494,69090083.17,0
XRPUSDT-1d-2022-01.csv,1.64E+12,0.7199,21-01-2023,Q1,0.7285,0.6112,0.6368,612944841,1.64E+12,410698993.9,579921,283151610,189699610.1,0
XRPUSDT-1d-2022-01.csv,1.64E+12,0.6368,22-01-2023,Q1,0.6542,0.5489,0.5966,769947907.1,1.64E+12,460971551.6,714427,370364682.5,221834544.8,0
XRPUSDT-1d-2022-01.csv,1.64E+12,0.5966,23-01-2023,Q1,0.6352,0.59,0.6283,331234207,1.64E+12,202062551.6,347609,162325892,99066781.98,0
XRPUSDT-1d-2022-01.csv,1.64E+12,0.6284,24-01-2023,Q1,0.6286,0.5524,0.6118,513343471,1.64E+12,300019737.6,520142,250617559,146514446.6,0
XRPUSDT-1d-2022-01.csv,1.64E+12,0.6118,25-01-2023,Q1,0.6243,0.5872,0.618,319618429,1.64E+12,192980719.1,298398,157355880,95022691.42,0
XRPUSDT-1d-2022-01.csv,1.64E+12,0.6178,26-01-2023,Q1,0.6586,0.6047,0.6193,466864710,1.64E+12,293046543.4,425965,230375796,144665471.5,0
XRPUSDT-1d-2022-01.csv,1.64E+12,0.6193,27-01-2023,Q1,0.6247,0.5893,0.6088,292543906,1.64E+12,176630359,264351,132968036,80340602.79,0
XRPUSDT-1d-2022-01.csv,1.64E+12,0.6089,28-01-2023,Q1,0.614,0.5916,0.6111,221009653,1.64E+12,133208703.8,215447,109391522,65959261.98,0
XRPUSDT-1d-2022-01.csv,1.64E+12,0.6112,29-01-2023,Q1,0.6255,0.6083,0.6174,154572094,1.64E+12,95192596.38,157630,77341413,47642622.71,0
XRPUSDT-1d-2022-01.csv,1.64E+12,0.6175,30-01-2023,Q1,0.6232,0.5973,0.6013,146491081,1.64E+12,89634415.73,155232,69182128,42355597.92,0
XRPUSDT-1d-2022-01.csv,1.64E+12,0.6012,31-01-2023,Q1,0.6242,0.5803,0.6174,213749309,1.64E+12,127444698.2,202749,108262249,64612912.7,0
XRPUSDT-1d-2022-02.csv,1.64E+12,0.6174,01-02-2023,Q1,0.6308,0.6107,0.6284,174300620,1.64E+12,108325641.4,179180,92006396,57191761.01,0
XRPUSDT-1d-2022-02.csv,1.64E+12,0.6284,02-02-2023,Q1,0.6314,0.5955,0.6006,186608762,1.64E+12,114856317.5,195159,91214428,56181186.22,0
XRPUSDT-1d-2022-02.csv,1.64E+12,0.6006,03-02-2023,Q1,0.6116,0.5886,0.6102,168129675,1.64E+12,100903909.2,166019,82030398,49239399.17,0
XRPUSDT-1d-2022-02.csv,1.64E+12,0.6101,04-02-2023,Q1,0.6589,0.6044,0.6555,263927174,1.64E+12,164697317.1,234991,140894316,87920154.49,0
XRPUSDT-1d-2022-02.csv,1.64E+12,0.6557,05-02-2023,Q1,0.6869,0.65,0.6656,310296779,1.64E+12,207432932.9,296990,163402988,109221694.5,0
XRPUSDT-1d-2022-02.csv,1.64E+12,0.6656,06-02-2023,Q1,0.688,0.6589,0.6825,157303166,1.64E+12,105499040.7,163540,77801560,52193085.83,0
XRPUSDT-1d-2022-02.csv,1.64E+12,0.6825,07-02-2023,Q1,0.839,0.6712,0.8314,640917209,1.64E+12,491875684.8,773279,327757400,251545537.9,0
XRPUSDT-1d-2022-02.csv,1.64E+12,0.8314,08-02-2023,Q1,0.9142,0.8034,0.8763,1048879447,1.64E+12,896908628.4,1336231,535178885,457855992.8,0
XRPUSDT-1d-2022-02.csv,1.64E+12,0.8763,09-02-2023,Q1,0.9168,0.8413,0.8697,626331950,1.64E+12,549165655.7,803724,314570536,275936216.1,0
XRPUSDT-1d-2022-02.csv,1.64E+12,0.8699,10-02-2023,Q1,0.8975,0.821,0.8253,495010890,1.64E+12,427414739.4,540824,242914550,209806198.6,0
XRPUSDT-1d-2022-02.csv,1.64E+12,0.8253,11-02-2023,Q1,0.8339,0.75,0.7591,482432190,1.64E+12,388566707.1,519699,228558713,184198520.9,0
XRPUSDT-1d-2022-02.csv,1.64E+12,0.759,12-02-2023,Q1,0.8532,0.7465,0.8223,477906804,1.64E+12,383669503.5,526512,234073787,188095069.8,0
XRPUSDT-1d-2022-02.csv,1.64E+12,0.8223,13-02-2023,Q1,0.8476,0.792,0.8057,351589704,1.64E+12,288439676.9,411195,169831806,139336595.4,0
XRPUSDT-1d-2022-02.csv,1.64E+12,0.8057,14-02-2023,Q1,0.8127,0.7791,0.8012,304006647,1.64E+12,241701354.5,298362,151755059,120697998.7,0
XRPUSDT-1d-2022-02.csv,1.64E+12,0.8012,15-02-2023,Q1,0.8599,0.7961,0.8515,279317316,1.64E+12,231323680.2,292838,145139011,120212814.2,0
XRPUSDT-1d-2022-02.csv,1.64E+12,0.8514,16-02-2023,Q1,0.8532,0.8086,0.8366,252745706,1.65E+12,210175363.6,272890,121239086,100858526.6,0
XRPUSDT-1d-2022-02.csv,1.65E+12,0.8367,17-02-2023,Q1,0.8448,0.7535,0.769,375190546,1.65E+12,300624314.1,377795,180001437,144223727.5,0
XRPUSDT-1d-2022-02.csv,1.65E+12,0.7689,18-02-2023,Q1,0.8055,0.756,0.784,417945743,1.65E+12,326120877.7,423084,201924098,157513266.3,0
XRPUSDT-1d-2022-02.csv,1.65E+12,0.7841,19-02-2023,Q1,0.8547,0.7696,0.8215,492929500,1.65E+12,400613754.2,594162,248825500,202360377.3,0
XRPUSDT-1d-2022-02.csv,1.65E+12,0.8215,20-02-2023,Q1,0.8234,0.7643,0.7769,495454770,1.65E+12,391269443.4,521656,227536480,179659457.4,0
XRPUSDT-1d-2022-02.csv,1.65E+12,0.7769,21-02-2023,Q1,0.802,0.6953,0.7018,621650777,1.65E+12,474629850.5,558755,303954516,232169573.6,0
XRPUSDT-1d-2022-02.csv,1.65E+12,0.7018,22-02-2023,Q1,0.7266,0.6686,0.7209,597541290,1.65E+12,417027236.6,503146,299122368,208862896.9,0
XRPUSDT-1d-2022-02.csv,1.65E+12,0.7209,23-02-2023,Q1,0.7441,0.6924,0.6967,438023003,1.65E+12,315158238.6,352974,219155727,157728011.9,0
XRPUSDT-1d-2022-02.csv,1.65E+12,0.6967,24-02-2023,Q1,0.7226,0.6215,0.6963,986343826,1.65E+12,649336702.2,776546,475980122,313319924.7,0
XRPUSDT-1d-2022-02.csv,1.65E+12,0.6962,25-02-2023,Q1,0.7807,0.6826,0.7699,557343038,1.65E+12,397739663.4,483216,289233335,206653757.6,0
XRPUSDT-1d-2022-02.csv,1.65E+12,0.7698,26-02-2023,Q1,0.7955,0.7403,0.7508,520451349,1.65E+12,398290215.8,518766,263972487,202016049.1,0
XRPUSDT-1d-2022-02.csv,1.65E+12,0.7508,27-02-2023,Q1,0.7677,0.7032,0.7215,441252224,1.65E+12,324122751.3,380063,211903246,155721473.8,0
XRPUSDT-1d-2022-02.csv,1.65E+12,0.7216,28-02-2023,Q1,0.7938,0.7075,0.7809,444617964,1.65E+12,331004684.9,411864,220791698,164606481.2,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.7809,01-03-2023,Q1,0.8039,0.7574,0.7839,392126769,1.65E+12,305309246.8,396934,193409344,150654555.8,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.784,02-03-2023,Q1,0.7848,0.7562,0.7687,377602100,1.65E+12,290891663.1,306050,186780734,143882345.6,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.7688,03-03-2023,Q1,0.7897,0.7336,0.7515,339295156,1.65E+12,257664904.5,298359,166262432,126275130.8,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.7514,04-03-2023,Q1,0.755,0.6942,0.7127,382831997,1.65E+12,279450790.8,325418,187126852,136654078.9,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.7127,05-03-2023,Q1,0.7693,0.7049,0.754,358200609,1.65E+12,265951379.1,360890,171764631,127561328.6,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.7539,06-03-2023,Q1,0.7589,0.7211,0.7251,304732286,1.65E+12,225032012.6,275079,148059163,109293439.9,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.7252,07-03-2023,Q1,0.7544,0.7033,0.7197,496407111,1.65E+12,363052084,413298,249680721,182588165.2,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.7196,08-03-2023,Q1,0.7313,0.7135,0.7207,293749434,1.65E+12,212291889.9,231723,146084373,105592288.2,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.7208,09-03-2023,Q1,0.775,0.7199,0.7658,397032109,1.65E+12,298577935.7,342087,210070672,157981243,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.7659,10-03-2023,Q1,0.7797,0.7215,0.7361,397850898,1.65E+12,294933673,350437,191002562,141660681.4,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.7361,11-03-2023,Q1,0.814,0.725,0.8029,526984782,1.65E+12,402055677,515649,265507599,202653114,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.8028,12-03-2023,Q1,0.849,0.7783,0.7857,589059126,1.65E+12,474559889.9,662771,280010604,225635940.9,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.7857,13-03-2023,Q1,0.8057,0.7508,0.7602,311279578,1.65E+12,244669480.1,304239,146750241,115428354.2,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.7602,14-03-2023,Q1,0.7779,0.745,0.7748,326606464,1.65E+12,249607534.8,277062,166773116,127466033.3,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.7747,15-03-2023,Q1,0.7768,0.7413,0.7657,243756136,1.65E+12,185554830.2,224551,120440153,91702951.24,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.7658,16-03-2023,Q1,0.7945,0.7569,0.7919,350641035,1.65E+12,270905161.1,338101,178379477,137846141,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.7919,17-03-2023,Q1,0.802,0.783,0.7935,264101320,1.65E+12,209115111.7,239087,136623515,108183138,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.7936,18-03-2023,Q1,0.8007,0.7762,0.7965,222661984,1.65E+12,175564924.2,202346,112469928,88692231.3,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.7964,19-03-2023,Q1,0.8268,0.7915,0.8194,248947590,1.65E+12,202388188.4,265739,117794407,95755655.76,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.8195,20-03-2023,Q1,0.822,0.795,0.8057,185090508,1.65E+12,149611235.7,177909,86526823,69949276.76,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.8057,21-03-2023,Q1,0.8549,0.7875,0.8373,316427663,1.65E+12,259592940.4,362667,159769268,131064535.9,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.8372,22-03-2023,Q1,0.8653,0.8273,0.8366,305184306,1.65E+12,257893273.7,340957,154289567,130398701.3,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.8366,23-03-2023,Q1,0.846,0.8171,0.8376,235024475,1.65E+12,195140355.6,230168,113831215,94527036.56,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.8376,24-03-2023,Q1,0.85,0.8272,0.8428,282122073,1.65E+12,236615079.8,280263,147774382,123968022.9,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.8428,25-03-2023,Q1,0.8459,0.8185,0.8239,214450998,1.65E+12,178986690.6,194835,105983987,88495788.69,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.8239,26-03-2023,Q1,0.8349,0.8206,0.8327,122433652,1.65E+12,101517227.9,108590,58204949,48261302.89,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.8326,27-03-2023,Q1,0.8582,0.8275,0.858,198619688,1.65E+12,167118139.6,199174,99347869,83611740.29,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.8579,28-03-2023,Q1,0.93,0.8528,0.8641,479199201,1.65E+12,422637754.2,540963,255022451,225063849.1,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.864,29-03-2023,Q1,0.8857,0.8389,0.8577,264756291,1.65E+12,230020279.9,293027,129038578,112143460.8,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.8576,30-03-2023,Q1,0.8718,0.8455,0.8613,201046259,1.65E+12,173039224.5,224285,102066434,87851965.48,0
XRPUSDT-1d-2022-03.csv,1.65E+12,0.8613,31-03-2023,Q1,0.8737,0.7794,0.8148,366939277,1.65E+12,305824263.9,400216,172319249,143671827.4,0
XRPUSDT-1d-2022-04.csv,1.65E+12,0.8149,01-04-2023,Q2,0.8343,0.807,0.8277,254001232,1.65E+12,208774877.6,251817,124094463,101996499.6,0
XRPUSDT-1d-2022-04.csv,1.65E+12,0.8277,02-04-2023,Q2,0.8499,0.8185,0.824,210041825,1.65E+12,175623270.3,208651,98183173,82111559.9,0
XRPUSDT-1d-2022-04.csv,1.65E+12,0.824,03-04-2023,Q2,0.8519,0.8143,0.8432,159520162,1.65E+12,133117452.9,156976,77302883,64502447.34,0
XRPUSDT-1d-2022-04.csv,1.65E+12,0.8432,04-04-2023,Q2,0.844,0.8041,0.826,216740017,1.65E+12,179165135.2,215429,106854587,88344943.1,0
XRPUSDT-1d-2022-04.csv,1.65E+12,0.8261,05-04-2023,Q2,0.8366,0.8145,0.8164,174779509,1.65E+12,144156926.2,158487,87383871,72080970.08,0
XRPUSDT-1d-2022-04.csv,1.65E+12,0.8164,06-04-2023,Q2,0.8184,0.7555,0.7595,348686323,1.65E+12,274381875.7,364137,168915184,132979551.6,0
XRPUSDT-1d-2022-04.csv,1.65E+12,0.7594,07-04-2023,Q2,0.7911,0.7523,0.7871,196211648,1.65E+12,152188903.5,203495,94215238,73077180.2,0
XRPUSDT-1d-2022-04.csv,1.65E+12,0.787,08-04-2023,Q2,0.7944,0.7463,0.7549,210639194,1.65E+12,162771256.5,208204,104376903,80692244.79,0
XRPUSDT-1d-2022-04.csv,1.65E+12,0.755,09-04-2023,Q2,0.7668,0.7531,0.7622,102131244,1.65E+12,77625116.23,107344,47440735,36059404.03,0
XRPUSDT-1d-2022-04.csv,1.65E+12,0.7623,10-04-2023,Q2,0.7731,0.7524,0.7543,123028708,1.65E+12,93662860.13,127125,57114934,43494557.3,0
XRPUSDT-1d-2022-04.csv,1.65E+12,0.7543,11-04-2023,Q2,0.7558,0.6802,0.6948,354459252,1.65E+12,253488704.7,328030,167664986,119927030.7,0
XRPUSDT-1d-2022-04.csv,1.65E+12,0.6949,12-04-2023,Q2,0.734,0.6924,0.7152,263088987,1.65E+12,185940902,260994,133316198,94219143.54,0
XRPUSDT-1d-2022-04.csv,1.65E+12,0.7151,13-04-2023,Q2,0.7252,0.7017,0.7232,217937566,1.65E+12,156097770.3,205229,108623961,77822024.43,0
XRPUSDT-1d-2022-04.csv,1.65E+12,0.7232,14-04-2023,Q2,0.7413,0.7083,0.7262,239629937,1.65E+12,173590844.1,217510,117445778,85066672.31,0
XRPUSDT-1d-2022-04.csv,1.65E+12,0.7262,15-04-2023,Q2,0.7975,0.7261,0.7858,439676502,1.65E+12,340018971.3,490660,222695983,172134143,0
XRPUSDT-1d-2022-04.csv,1.65E+12,0.7859,16-04-2023,Q2,0.7999,0.7658,0.7808,206493032,1.65E+12,161483053.8,195172,100170754,78347213.44,0
XRPUSDT-1d-2022-04.csv,1.65E+12,0.7808,17-04-2023,Q2,0.7861,0.7477,0.7519,188468510,1.65E+12,145499726,176462,92494781,71408946.49,0
XRPUSDT-1d-2022-04.csv,1.65E+12,0.7519,18-04-2023,Q2,0.7699,0.7266,0.7699,257757252,1.65E+12,192473959.5,258339,126225222,94297426.83,0
XRPUSDT-1d-2022-04.csv,1.65E+12,0.7698,19-04-2023,Q2,0.786,0.7588,0.7749,199132020,1.65E+12,153428708.4,191968,103980072,80113597.97,0
XRPUSDT-1d-2022-04.csv,1.65E+12,0.7749,20-04-2023,Q2,0.7753,0.742,0.7517,220246970,1.65E+12,167656195.9,192462,107948127,82171145.47,0
XRPUSDT-1d-2022-04.csv,1.65E+12,0.7517,21-04-2023,Q2,0.7686,0.718,0.7328,241310449,1.65E+12,180731787.4,241040,120565186,90337004.5,0
XRPUSDT-1d-2022-04.csv,1.65E+12,0.7328,22-04-2023,Q2,0.7387,0.7142,0.7179,220757625,1.65E+12,160328204.8,216443,106214645,77146619.61,0
XRPUSDT-1d-2022-04.csv,1.65E+12,0.7178,23-04-2023,Q2,0.7267,0.7023,0.7057,163036743,1.65E+12,116203898.7,154364,79411803,56595167.9,0
XRPUSDT-1d-2022-04.csv,1.65E+12,0.7057,24-04-2023,Q2,0.7119,0.6944,0.6981,144945400,1.65E+12,102084222.5,137510,70704996,49784633.33,0
XRPUSDT-1d-2022-04.csv,1.65E+12,0.698,25-04-2023,Q2,0.6998,0.6451,0.6931,399434752,1.65E+12,267285979.7,354207,196890553,131736017.8,0
XRPUSDT-1d-2022-04.csv,1.65E+12,0.6931,26-04-2023,Q2,0.7065,0.6276,0.642,355964613,1.65E+12,237444379.9,311924,174245692,116326399.1,0
XRPUSDT-1d-2022-04.csv,1.65E+12,0.642,27-04-2023,Q2,0.663,0.6361,0.6522,277994630,1.65E+12,180637616.9,241976,142408334,92540378.85,0
XRPUSDT-1d-2022-04.csv,1.65E+12,0.6522,28-04-2023,Q2,0.6577,0.6333,0.6428,242145728,1.65E+12,156497699.4,195259,119074148,76959693.96,0
XRPUSDT-1d-2022-04.csv,1.65E+12,0.6428,29-04-2023,Q2,0.6464,0.5992,0.6116,322263629,1.65E+12,200206773.4,234208,155967290,96871644.9,0
XRPUSDT-1d-2022-04.csv,1.65E+12,0.6115,30-04-2023,Q2,0.6288,0.5663,0.5845,354754733,1.65E+12,214938073.9,274288,169587697,102905100.6,0
